G1,G2,G3,G4,G5,G6,Key,Rounds,Effect distance,description,page,short_description,glyph_list,glyph_count,Spell Glyphs
Maef,Tira,,,,,2,instant,touch,Allows the caster to transfer a spell they have cast upon themselves to a willing recipient. This will only work with spells that are currently running. The transferred spell will still only run for the rounds remaining from its original casting.,224,Allows the caster to transfer a spell they have cast upon themselves to a willing recipient. This will only work with spells that are currently running.,Maef|Tira,2,Maef + Tira
Maef,Ekat,,,,,2,V 1,self,"If the caster successfully resists an offensive spell that has been cast at them, then the Key that was used to fuel that spell will be stripped out and added to the caster’s own. This spell will be used up in the process. This Key cannot be used to increase the caster’s KEY above maximum, but it may be used to top up a piece of Arbine.",225,"If the caster successfully resists an offensive spell that has been cast at them, then the Key that was used to fuel that spell will be stripped out and added to the caster’s own.",Maef|Ekat,2,Maef + Ekat
Maef,Worav,,,,,2,instant,touch,"Allows the caster to exchange as many points of Key as needed with a single willing recipient. This spell cannot be used to raise the effective KEY of the caster or recipient above their normal maximum. This cannot be used with Key already stored in Arbine, but may be used to top up a piece..",225,Allows the caster to exchange as many points of Key as needed with a single willing recipient.,Maef|Worav,2,Maef + Worav
Maef,Xama,,,,,2,12R,self,Enables the caster to overcome the KEY of a target at the caster’s normal full KEY+1 per level in enchanting when casting spells at them. Thus a level 3 enchanter with a KEY of 21 may cast a spell and attempt to overcome the KEY of the target with an effective KEY of 24. This extra KEY belongs to the elemental spirits the caster cannot use it to make resistance rolls against spells cast at them or to fuel spells.,225,Enables the caster to overcome the KEY of a target at the caster’s normal full KEY+1 per level in enchanting when casting spells at them.,Maef|Xama,2,Maef + Xama
Maef,Gis,,,,,2,12R,self,"Enables the caster to resist spells, or similar at their normal full KEY+1 per level in enchanting. This KEY belongs to the elemental spirit and cannot be used to overcome a target’s KEY when casting spells or to fuel any.",225,"Enables the caster to resist spells, or similar at their normal full KEY+1 per level in enchanting.",Maef|Gis,2,Maef + Gis
Maef,Shass,Chom,,,,3,V 2,self,"Conceals the magical aura given off by the caster, as well as any spells or magical objects which they have upon them. The spell will effectively hide them from most magical detection spells or scrying. The spell will also protect the caster from setting off any XAMA CYA spells, as these rely on a victim’s aura to be triggered.",225,"Conceals the magical aura given off by the caster, as well as any spells or magical objects which they have upon them.",Maef|Shass|Chom,3,Maef + Shass + Chom
Maef,Lerru,Ekat,,,,3,instant,20Sd,"Allows the caster to attempt to steal 6 points of KEY from the target, if they fail to resist. The stolen key goes to top up the caster’s own KEY if it is depleted, including magical storage devices. The caster cannot reduce a target’s KEY to less than one. If they were to attempt this the spell would still be cast but225 they would not receive any KEY in return. This also applies if the target’s KEY is at 6 or less when the spell is cast.",225,"Allows the caster to attempt to steal 6 points of KEY from the target, if they fail to resist. The stolen key goes to top up the caster’s own KEY if it is depleted, including magical storage devices.",Maef|Lerru|Ekat,3,Maef + Lerru + Ekat
Maef,Ekat,Sen,,,,3,V 2,self,"If the caster successfully resists an offensive spell that has been cast at them, then the Key that was used to fuel that spell will be stripped out and added to the caster’s own. This spell will be cancelled by 4 point spells or higher, but not 1,2 or 3 point combinations.. This key cannot be used to increase the caster’s KEY above maximum, but it may be used to top up a piece of Arbine.",226,"If the caster successfully resists an offensive spell that has been cast at them, then the Key that was used to fuel that spell will be stripped out and added to the caster’s own.",Maef|Ekat|Sen,3,Maef + Ekat + Sen
Maef,Gis,Cya,,,,3,12R,self,Wards the caster from magical attacks and spells up to 3 glyphs in length. 1 and 2 glyph spells will be repelled without affecting this spell. 3 glyph spells or the attacks of lesser elementals will only be warded for 1R before this spell fails.,226,Wards the caster from magical attacks and spells up to 3 glyphs in length. 1 and 2 glyph spells will be repelled without affecting this spell.,Maef|Gis|Cya,3,Maef + Gis + Cya
Maef,Gis,Eyama,,,,3,V 1,self,"Wraps the caster in an almost transparent cloak of silver. The combination enables the caster to resist spells or similar magical attacks at their normal full KEY+2 per level, regardless of what their current KEY is. This KEY is provided by the elementals and cannot be used to fuel spells or to overcome another’s KEY when casting a spell.",226,Wraps the caster in an almost transparent cloak of silver.,Maef|Gis|Eyama,3,Maef + Gis + Eyama
Maef,Gis,Chom,,,,3,instant,20sd,"Cancels an existing 1, 2, or 3 point spell.. It will have no effect on 4 glyph combinations. If cast upon a 1, or 2 point permanent spell, it will negate the effects for 12R. A 2 glyph permanent spell may be dispelled using the Permanence symbol ∞ (the caster sacrificing 2 points of their own permanent KEY to dispel the points of permanent KEY used in the original spell). This is the most powerful spell to generically cancel other spells. The only way cancel anything more powerful is to cast the same spell combination as that to be cancelled and add the CHOM glyph to the end.",226,"Cancels an existing 1, 2, or 3 point spell.. It will have no effect on 4 glyph combinations.",Maef|Gis|Chom,3,Maef + Gis + Chom
